filename,width,height,class,xmin,ymin,xmax,ymax
G0106EX13.jpg,213,49,E,40,10,71,49
G0106EX13.jpg,213,49,X,72,9,99,48
G0106EX13.jpg,213,49,1,114,6,143,42
G0106EX13.jpg,213,49,3,142,5,174,41
G0106EX197.jpg,248,65,E,27,12,65,58
G0106EX197.jpg,248,65,X,63,12,99,56
G0106EX197.jpg,248,65,1,118,10,153,53
G0106EX197.jpg,248,65,9,152,9,189,53
G0106EX197.jpg,248,65,7,186,7,224,52
G0106EX200.jpg,209,64,E,24,17,58,63
G0106EX200.jpg,209,64,X,56,15,85,59
G0106EX200.jpg,209,64,2,107,11,137,54
G0106EX200.jpg,209,64,0,136,8,164,50
G0106EX200.jpg,209,64,0,165,7,194,49
G0106EX39.jpg,230,53,E,23,8,56,48
G0106EX39.jpg,230,53,X,57,6,87,47
G0106EX39.jpg,230,53,3,132,4,161,43
G0106EX39.jpg,230,53,9,161,2,192,43
G0106EX50.jpg,224,56,E,23,8,54,48
G0106EX50.jpg,224,56,X,54,7,84,49
G0106EX50.jpg,224,56,5,126,7,157,49
G0106EX50.jpg,224,56,0,156,7,187,48
G0106EX944.jpg,221,61,E,26,17,58,59
G0106EX944.jpg,221,61,X,58,14,91,57
G0106EX944.jpg,221,61,9,110,10,141,53
G0106EX944.jpg,221,61,4,141,7,170,50
G0106EX944.jpg,221,61,4,171,4,200,45
G0106_M1804.jpg,145,95,M,48,1,81,41
G0106_M1804.jpg,145,95,1,6,53,32,93
G0106_M1804.jpg,145,95,8,30,44,60,85
G0106_M1804.jpg,145,95,0,74,33,103,73
G0106_M1804.jpg,145,95,4,103,25,132,65
G0106_M2551.jpg,147,49,M,8,20,30,48
G0106_M2551.jpg,147,49,2,42,14,64,43
G0106_M2551.jpg,147,49,5,62,10,84,39
G0106_M2551.jpg,147,49,5,97,4,117,32
G0106_M2551.jpg,147,49,1,118,1,136,27
G0106_M3084.jpg,135,35,M,11,6,31,32
G0106_M3084.jpg,135,35,3,45,5,64,31
G0106_M3084.jpg,135,35,0,64,5,83,30
G0106_M3084.jpg,135,35,8,92,4,110,29
G0106_M3084.jpg,135,35,4,109,4,129,28
G0106_M4066.jpg,324,84,M,13,9,60,77
G0106_M4066.jpg,324,84,4,98,8,140,76
G0106_M4066.jpg,324,84,0,141,9,187,78
G0106_M4066.jpg,324,84,6,221,8,267,78
G0106_M4066.jpg,324,84,6,265,6,311,79
G0106_MA6844.jpg,210,65,M,7,8,36,54
G0106_MA6844.jpg,210,65,A,34,8,60,55
G0106_MA6844.jpg,210,65,6,75,11,103,56
G0106_MA6844.jpg,210,65,8,102,10,131,57
G0106_MA6844.jpg,210,65,4,147,11,175,58
G0106_MA6844.jpg,210,65,4,174,11,203,58
G0106_ME1288.jpg,267,59,M,11,5,47,50
G0106_ME1288.jpg,267,59,E,48,7,84,53
G0106_ME1288.jpg,267,59,1,103,7,136,52
G0106_ME1288.jpg,267,59,2,136,7,173,54
G0106_ME1288.jpg,267,59,8,193,6,226,52
G0106_ME1288.jpg,267,59,8,227,5,265,52
G0106_MH7388.jpg,338,77,M,6,8,53,64
G0106_MH7388.jpg,338,77,H,51,9,99,67
G0106_MH7388.jpg,338,77,7,125,11,169,69
G0106_MH7388.jpg,338,77,3,170,10,216,68
G0106_MH7388.jpg,338,77,8,241,7,286,66
G0106_MH7388.jpg,338,77,8,286,5,332,63
G0106_MK1965.jpg,238,61,M,11,16,44,55
G0106_MK1965.jpg,238,61,K,41,15,76,56
G0106_MK1965.jpg,238,61,1,92,15,122,52
G0106_MK1965.jpg,238,61,9,120,12,153,52
G0106_MK1965.jpg,238,61,6,171,10,202,50
G0106_MK1965.jpg,238,61,5,202,8,233,48
G0106_MK8973.jpg,411,84,M,11,6,63,74
G0106_MK8973.jpg,411,84,K,66,5,118,74
G0106_MK8973.jpg,411,84,8,155,7,208,75
G0106_MK8973.jpg,411,84,9,209,6,262,75
G0106_MK8973.jpg,411,84,7,297,6,353,75
G0106_MK8973.jpg,411,84,3,352,5,407,77
G0106_MM1294.jpg,264,160,M,76,7,135,84
G0106_MM1294.jpg,264,160,M,136,9,196,86
G0106_MM1294.jpg,264,160,1,5,73,45,144
G0106_MM1294.jpg,264,160,2,41,73,102,150
G0106_MM1294.jpg,264,160,9,132,83,192,156
G0106_MM1294.jpg,264,160,4,190,82,247,153
G0106_MM8989.jpg,313,66,M,7,3,51,58
G0106_MM8989.jpg,313,66,M,50,5,93,60
G0106_MM8989.jpg,313,66,8,118,13,158,64
G0106_MM8989.jpg,313,66,9,159,13,201,66
G0106_MM8989.jpg,313,66,8,224,12,268,65
G0106_MM8989.jpg,313,66,9,267,10,308,63
G0106_MN6693.jpg,333,103,M,13,10,57,68
G0106_MN6693.jpg,333,103,N,59,13,100,75
G0106_MN6693.jpg,333,103,6,128,24,168,82
G0106_MN6693.jpg,333,103,6,169,28,212,87
G0106_MN6693.jpg,333,103,9,243,36,283,95
G0106_MN6693.jpg,333,103,3,288,42,327,98
G0106_MN8215.jpg,287,61,M,7,9,47,60
G0106_MN8215.jpg,287,61,N,46,8,85,59
G0106_MN8215.jpg,287,61,8,106,5,145,57
G0106_MN8215.jpg,287,61,2,142,6,184,56
G0106_MN8215.jpg,287,61,1,203,4,236,52
G0106_MN8215.jpg,287,61,5,240,2,280,53
G0106_MO5702.jpg,238,70,M,8,5,40,53
G0106_MO5702.jpg,238,70,0,40,8,73,55
G0106_MO5702.jpg,238,70,5,85,10,121,59
G0106_MO5702.jpg,238,70,7,120,12,151,60
G0106_MO5702.jpg,238,70,0,166,13,197,60
G0106_MO5702.jpg,238,70,2,196,14,230,62
G0106_MP4714.jpg,323,73,M,11,9,56,63
G0106_MP4714.jpg,323,73,P,53,9,96,64
G0106_MP4714.jpg,323,73,4,123,11,163,63
G0106_MP4714.jpg,323,73,7,163,6,207,63
G0106_MP4714.jpg,323,73,1,231,9,270,61
G0106_MP4714.jpg,323,73,4,271,5,314,60
G0106_MP5932.jpg,329,73,M,13,8,57,62
G0106_MP5932.jpg,329,73,P,56,8,100,61
G0106_MP5932.jpg,329,73,5,126,7,170,64
G0106_MP5932.jpg,329,73,9,169,8,215,63
G0106_MP5932.jpg,329,73,3,238,8,282,66
G0106_MP5932.jpg,329,73,2,280,9,326,66
G0106_MP6011.jpg,176,42,M,6,9,30,40
G0106_MP6011.jpg,176,42,P,30,7,53,40
G0106_MP6011.jpg,176,42,6,69,7,92,38
G0106_MP6011.jpg,176,42,0,92,6,115,37
G0106_MP6011.jpg,176,42,1,127,6,150,35
G0106_MP6011.jpg,176,42,1,150,3,172,35
G0106_MP6047.jpg,157,102,M,40,10,73,49
G0106_MP6047.jpg,157,102,P,71,7,103,47
G0106_MP6047.jpg,157,102,6,3,53,35,95
G0106_MP6047.jpg,157,102,0,34,49,67,90
G0106_MP6047.jpg,157,102,4,84,42,115,81
G0106_MP6047.jpg,157,102,7,112,35,145,80
G0106_MP7185.jpg,238,124,M,74,7,119,62
G0106_MP7185.jpg,238,124,P,118,6,163,63
G0106_MP7185.jpg,238,124,7,13,59,60,118
G0106_MP7185.jpg,238,124,1,59,62,103,115
G0106_MP7185.jpg,238,124,8,132,59,177,116
G0106_MP7185.jpg,238,124,5,177,56,222,115
G0106_MQ6422.jpg,513,109,M,8,9,80,102
G0106_MQ6422.jpg,513,109,Q,81,10,152,102
G0106_MQ6422.jpg,513,109,6,186,11,260,105
G0106_MQ6422.jpg,513,109,4,258,7,328,103
G0106_MQ6422.jpg,513,109,2,365,9,436,103
G0106_MQ6422.jpg,513,109,2,435,7,509,103
G0106_MU7240.jpg,203,118,M,62,7,100,61
G0106_MU7240.jpg,203,118,U,99,4,138,59
G0106_MU7240.jpg,203,118,7,14,62,51,115
G0106_MU7240.jpg,203,118,2,52,60,91,114
G0106_MU7240.jpg,203,118,4,114,56,151,108
G0106_MU7240.jpg,203,118,0,149,53,186,106
G0106_MU9322.jpg,190,41,M,7,7,33,38
G0106_MU9322.jpg,190,41,U,32,6,57,39
G0106_MU9322.jpg,190,41,9,72,5,95,37
G0106_MU9322.jpg,190,41,3,95,7,120,39
G0106_MU9322.jpg,190,41,2,134,7,158,39
G0106_MU9322.jpg,190,41,2,158,7,183,38
G0106_MW3528.jpg,269,56,M,4,5,38,51
G0106_MW3528.jpg,269,56,W,40,4,76,50
G0106_MW3528.jpg,269,56,3,96,4,133,50
G0106_MW3528.jpg,269,56,5,131,3,170,50
G0106_MW3528.jpg,269,56,2,193,4,227,51
G0106_MW3528.jpg,269,56,8,229,3,264,50
G0106_MW5191.jpg,184,64,M,8,8,32,41
G0106_MW5191.jpg,184,64,W,33,9,55,44
G0106_MW5191.jpg,184,64,5,70,14,91,47
G0106_MW5191.jpg,184,64,1,91,19,114,50
G0106_MW5191.jpg,184,64,9,130,22,154,54
G0106_MW5191.jpg,184,64,1,152,23,173,57
G0106_MW5290.jpg,268,109,M,19,54,56,106
G0106_MW5290.jpg,268,109,W,54,50,88,96
G0106_MW5290.jpg,268,109,5,105,33,138,85
G0106_MW5290.jpg,268,109,2,136,27,170,77
G0106_MW5290.jpg,268,109,9,184,13,215,62
G0106_MW5290.jpg,268,109,0,215,4,245,52
G0106_MW5357.jpg,254,141,M,76,7,127,71
G0106_MW5357.jpg,254,141,W,125,8,173,72
G0106_MW5357.jpg,254,141,5,19,69,65,133
G0106_MW5357.jpg,254,141,3,66,70,113,133
G0106_MW5357.jpg,254,141,5,145,71,190,134
G0106_MW5357.jpg,254,141,7,191,69,238,134
G0106_MW7011.jpg,374,78,M,9,7,57,66
G0106_MW7011.jpg,374,78,W,59,8,107,67
G0106_MW7011.jpg,374,78,7,144,9,187,69
G0106_MW7011.jpg,374,78,0,187,11,239,73
G0106_MW7011.jpg,374,78,1,273,14,319,72
G0106_MW7011.jpg,374,78,1,322,14,370,72
G0106_MX1491.jpg,206,82,M,13,38,41,79
G0106_MX1491.jpg,206,82,X,41,33,67,73
G0106_MX1491.jpg,206,82,1,83,25,107,62
G0106_MX1491.jpg,206,82,4,107,18,134,56
G0106_MX1491.jpg,206,82,9,148,12,174,48
G0106_MX1491.jpg,206,82,1,172,7,200,43
G0106_MX1537.jpg,118,34,M,7,12,21,32
G0106_MX1537.jpg,118,34,X,21,11,37,31
G0106_MX1537.jpg,118,34,1,44,10,59,30
G0106_MX1537.jpg,118,34,5,58,8,74,30
G0106_MX1537.jpg,118,34,3,82,8,98,29
G0106_MX1537.jpg,118,34,7,96,7,112,29
G0106_MX6895.jpg,208,119,M,63,8,103,60
G0106_MX6895.jpg,208,119,X,101,6,138,58
G0106_MX6895.jpg,208,119,6,17,62,53,114
G0106_MX6895.jpg,208,119,8,54,59,89,112
G0106_MX6895.jpg,208,119,9,107,58,144,107
G0106_MX6895.jpg,208,119,5,142,52,180,105
G0106_MY3635.jpg,241,99,M,4,32,44,93
G0106_MY3635.jpg,241,99,Y,41,27,75,86
G0106_MY3635.jpg,241,99,3,90,18,124,78
G0106_MY3635.jpg,241,99,6,123,14,158,75
G0106_MY3635.jpg,241,99,3,169,5,200,66
G0106_MY3635.jpg,241,99,5,198,1,230,61
G0106_MY5520.jpg,377,90,M,5,9,55,78
G0106_MY5520.jpg,377,90,Y,59,9,108,78
G0106_MY5520.jpg,377,90,5,136,13,186,82
G0106_MY5520.jpg,377,90,5,187,13,239,83
G0106_MY5520.jpg,377,90,2,266,14,317,84
G0106_MY5520.jpg,377,90,0,318,15,369,80
G0106_MY6583.jpg,104,41,M,5,7,20,29
G0106_MY6583.jpg,104,41,Y,20,9,33,30
G0106_MY6583.jpg,104,41,6,38,12,53,33
G0106_MY6583.jpg,104,41,5,52,13,66,35
G0106_MY6583.jpg,104,41,8,72,16,87,37
G0106_MY6583.jpg,104,41,3,86,18,101,39
G1000_ML7686.jpg,320,64,M,9,11,53,60
G1000_ML7686.jpg,320,64,L,52,9,96,59
G1000_ML7686.jpg,320,64,7,123,5,166,55
G1000_ML7686.jpg,320,64,6,165,3,207,52
G1000_ML7686.jpg,320,64,8,234,2,271,50
G1000_ML7686.jpg,320,64,6,272,1,314,48
G1001_ME2213.jpg,320,64,M,14,11,59,57
G1001_ME2213.jpg,320,64,E,60,11,103,58
G1001_ME2213.jpg,320,64,2,128,11,172,55
G1001_ME2213.jpg,320,64,2,171,9,213,56
G1001_ME2213.jpg,320,64,1,238,8,274,53
G1001_ME2213.jpg,320,64,3,272,6,315,53
G1001_ML9633.jpg,320,64,M,9,11,57,59
G1001_ML9633.jpg,320,64,L,55,11,99,59
G1001_ML9633.jpg,320,64,9,127,12,173,60
G1001_ML9633.jpg,320,64,6,172,12,216,59
G1001_ML9633.jpg,320,64,3,234,10,276,57
G1001_ML9633.jpg,320,64,3,274,8,313,55
G1002_ME3283.jpg,320,64,M,10,12,57,59
G1002_ME3283.jpg,320,64,E,56,11,102,60
G1002_ME3283.jpg,320,64,3,128,10,173,58
G1002_ME3283.jpg,320,64,2,172,9,217,57
G1002_ME3283.jpg,320,64,8,245,6,287,53
G1002_ME3283.jpg,320,64,3,287,5,320,53
G1002_MM1399.jpg,256,128,M,87,7,135,64
G1002_MM1399.jpg,256,128,M,136,7,181,65
G1002_MM1399.jpg,256,128,1,16,64,71,121
G1002_MM1399.jpg,256,128,3,69,65,117,123
G1002_MM1399.jpg,256,128,9,146,65,191,123
G1002_MM1399.jpg,256,128,9,191,62,239,123
G1003_MG1188.jpg,320,64,M,13,15,56,58
G1003_MG1188.jpg,320,64,G,56,15,101,57
G1003_MG1188.jpg,320,64,1,127,13,170,53
G1003_MG1188.jpg,320,64,1,170,10,213,51
G1003_MG1188.jpg,320,64,8,241,7,279,49
G1003_MG1188.jpg,320,64,8,281,4,319,45
G1003_MM1562.jpg,256,128,M,82,10,129,62
G1003_MM1562.jpg,256,128,M,131,8,178,61
G1003_MM1562.jpg,256,128,1,19,65,68,117
G1003_MM1562.jpg,256,128,5,66,63,115,117
G1003_MM1562.jpg,256,128,6,143,62,190,113
G1003_MM1562.jpg,256,128,2,189,59,236,112
G1004_MH3800.jpg,320,64,M,7,17,52,60
G1004_MH3800.jpg,320,64,H,51,15,96,58
G1004_MH3800.jpg,320,64,3,123,11,165,55
G1004_MH3800.jpg,320,64,8,167,10,205,50
G1004_MH3800.jpg,320,64,0,233,8,274,48
G1004_MH3800.jpg,320,64,0,274,5,314,46
G1004_MM2497.jpg,256,128,M,89,11,136,63
G1004_MM2497.jpg,256,128,M,138,11,184,64
G1004_MM2497.jpg,256,128,2,20,64,69,117
G1004_MM2497.jpg,256,128,4,69,62,117,116
G1004_MM2497.jpg,256,128,9,147,64,193,116
G1004_MM2497.jpg,256,128,7,195,60,242,116
G1005_MH7228.jpg,256,128,M,87,14,130,63
G1005_MH7228.jpg,256,128,H,133,11,176,62
G1005_MH7228.jpg,256,128,7,30,65,71,114
G1005_MH7228.jpg,256,128,2,76,64,119,115
G1005_MH7228.jpg,256,128,2,149,61,192,110
G1005_MH7228.jpg,256,128,8,195,59,236,107
G1005_MM3900.jpg,320,64,M,9,13,58,61
G1005_MM3900.jpg,320,64,M,58,11,107,61
G1005_MM3900.jpg,320,64,3,131,14,173,61
G1005_MM3900.jpg,320,64,9,172,12,211,59
G1005_MM3900.jpg,320,64,0,235,11,272,55
G1005_MM3900.jpg,320,64,0,272,9,310,53
G1006_MH7797.jpg,320,64,M,12,17,57,61
G1006_MH7797.jpg,320,64,H,59,16,105,61
G1006_MH7797.jpg,320,64,7,133,15,177,57
G1006_MH7797.jpg,320,64,7,179,13,219,58
G1006_MH7797.jpg,320,64,9,245,11,284,54
G1006_MH7797.jpg,320,64,7,283,7,320,51
G1006_MM5351.jpg,256,128,M,83,10,130,64
G1006_MM5351.jpg,256,128,M,133,6,179,61
G1006_MM5351.jpg,256,128,5,17,64,64,119
G1006_MM5351.jpg,256,128,3,65,62,114,117
G1006_MM5351.jpg,256,128,5,147,60,195,115
G1006_MM5351.jpg,256,128,1,195,58,241,110
G1007_MH9129.jpg,320,64,M,9,18,50,62
G1007_MH9129.jpg,320,64,H,52,18,93,62
G1007_MH9129.jpg,320,64,9,121,16,161,60
G1007_MH9129.jpg,320,64,1,159,14,199,58
G1007_MH9129.jpg,320,64,2,229,13,269,57
G1007_MH9129.jpg,320,64,9,269,13,310,56
G1007_MM5897.jpg,320,64,M,12,10,53,58
G1007_MM5897.jpg,320,64,M,54,10,97,58
G1007_MM5897.jpg,320,64,5,124,9,164,57
G1007_MM5897.jpg,320,64,8,165,8,205,56
G1007_MM5897.jpg,320,64,9,229,6,269,53
G1007_MM5897.jpg,320,64,7,269,5,308,52
G1008_MI2797.jpg,320,64,M,15,11,60,58
G1008_MI2797.jpg,320,64,1,61,11,99,55
G1008_MI2797.jpg,320,64,2,129,9,171,52
G1008_MI2797.jpg,320,64,7,170,7,212,51
G1008_MI2797.jpg,320,64,9,235,5,276,50
G1008_MI2797.jpg,320,64,7,275,2,310,48
G1008_MM6906.jpg,256,128,M,89,11,141,64
G1008_MM6906.jpg,256,128,M,144,11,195,65
G1008_MM6906.jpg,256,128,6,15,68,68,123
G1008_MM6906.jpg,256,128,9,68,66,119,122
G1008_MM6906.jpg,256,128,0,151,64,201,120
G1008_MM6906.jpg,256,128,6,201,60,252,119
G1009_MI3382.jpg,320,64,M,9,13,54,57
G1009_MI3382.jpg,320,64,1,59,14,99,54
G1009_MI3382.jpg,320,64,3,125,11,167,55
G1009_MI3382.jpg,320,64,3,169,10,208,53
G1009_MI3382.jpg,320,64,8,232,8,271,50
G1009_MI3382.jpg,320,64,2,272,6,312,49
G100_MO6649.jpg,320,64,M,10,12,57,60
G100_MO6649.jpg,320,64,0,60,12,104,60
G100_MO6649.jpg,320,64,6,132,10,176,59
G100_MO6649.jpg,320,64,6,177,7,217,57
G100_MO6649.jpg,320,64,4,242,4,281,51
G100_MO6649.jpg,320,64,9,281,2,318,51
G100_MR2964.jpg,320,64,M,14,12,57,60
G100_MR2964.jpg,320,64,R,58,11,99,60
G100_MR2964.jpg,320,64,2,124,9,166,57
G100_MR2964.jpg,320,64,9,166,7,208,55
G100_MR2964.jpg,320,64,6,229,5,268,52
G100_MR2964.jpg,320,64,4,268,2,307,49
G100_MR7846.jpg,320,64,M,12,9,58,59
G100_MR7846.jpg,320,64,R,60,10,103,59
G100_MR7846.jpg,320,64,7,131,9,176,59
G100_MR7846.jpg,320,64,8,174,8,217,58
G100_MR7846.jpg,320,64,4,238,7,277,54
G100_MR7846.jpg,320,64,6,275,4,313,52
G100_MU1258.jpg,256,128,M,83,11,130,63
G100_MU1258.jpg,256,128,U,132,10,177,61
G100_MU1258.jpg,256,128,1,14,66,63,118
G100_MU1258.jpg,256,128,2,62,65,112,117
G100_MU1258.jpg,256,128,5,146,60,190,112
G100_MU1258.jpg,256,128,8,193,57,237,108
G1010_MI6086.jpg,256,128,M,85,11,134,65
G1010_MI6086.jpg,256,128,1,135,9,181,62
G1010_MI6086.jpg,256,128,6,24,65,72,120
G1010_MI6086.jpg,256,128,0,72,65,121,119
G1010_MI6086.jpg,256,128,8,151,61,197,114
G1010_MI6086.jpg,256,128,6,197,56,244,112
G1011_MM8894.jpg,320,64,M,11,12,51,59
G1011_MM8894.jpg,320,64,M,53,12,94,60
G1011_MM8894.jpg,320,64,8,123,12,161,58
G1011_MM8894.jpg,320,64,8,161,12,199,58
G1011_MM8894.jpg,320,64,9,227,10,265,57
G1011_MM8894.jpg,320,64,4,265,10,303,56
G1012_MI9996.jpg,320,64,M,6,13,50,54
G1012_MI9996.jpg,320,64,1,54,12,94,53
G1012_MI9996.jpg,320,64,9,121,12,164,53
G1012_MI9996.jpg,320,64,9,165,11,207,52
G1012_MI9996.jpg,320,64,9,231,8,270,50
G1012_MI9996.jpg,320,64,6,271,6,310,47
G1012_MN3594.jpg,256,128,M,79,7,136,63
G1012_MN3594.jpg,256,128,N,140,4,193,63
G1012_MN3594.jpg,256,128,3,10,64,66,127
G1012_MN3594.jpg,256,128,5,66,63,122,125
G1012_MN3594.jpg,256,128,9,141,62,195,123
G1012_MN3594.jpg,256,128,4,196,61,250,121
G1013_MJ1833.jpg,320,64,M,10,17,54,58
G1013_MJ1833.jpg,320,64,J,55,15,96,56
G1013_MJ1833.jpg,320,64,1,128,15,168,52
G1013_MJ1833.jpg,320,64,8,168,12,210,51
G1013_MJ1833.jpg,320,64,3,239,9,274,48
G1013_MJ1833.jpg,320,64,3,278,6,317,44
G1013_MN3635.jpg,256,128,M,83,18,129,70
G1013_MN3635.jpg,256,128,N,131,17,178,69
G1013_MN3635.jpg,256,128,3,20,71,68,122
G1013_MN3635.jpg,256,128,6,69,71,114,121
G1013_MN3635.jpg,256,128,3,143,67,186,119
G1013_MN3635.jpg,256,128,5,188,64,235,115
